TRAP_DATE,GENUS,SPECIES,TYPE,GENDER,RURAL NORTH WEST,RURAL NORTH EAST,RURAL SOUTH EAST,RIVER VALLEY EAST,RIVER VALLEY WEST,RESIDENTIAL NORTH,RURAL SOUTH WEST,LAGOON,GOLF COURSE,INDUSTRIAL PARK,RESIDENTIAL SOUTH,TOTAL
7/9/2013,Aedes,pionips,Black legs,Female,,,,,,,,,,,,0
7/9/2013,Aedes,provocans,Black legs,Female,,,,,,,,,,,,0
7/9/2013,Aedes,pullatus,Black legs,Female,,,,,,,,,,,,0
7/9/2013,Aedes,punctor,Black legs,Female,,,,,,,,,,,,0
7/9/2013,Aedes,spencerii,Black legs,Female,,,,,,,,,,,,0
7/9/2013,Aedes,sticticus,Black legs,Female,,,,,,,,,,,,0
7/9/2013,Aedes,,Banded legs,Female,,,,,,,,,,,,0
7/9/2013,Aedes,campestris,Banded legs,Female,,1,,,,,,,,,,1
7/9/2013,Aedes,canadensis,Banded legs,Female,,,,,,,,,,,,0
7/9/2013,Aedes,dorsalis,Banded legs,Female,2,7,,,,,,,,,,9
7/9/2013,Aedes,euedes,Banded legs,Female,,,,,,,,,,,,0
7/9/2013,Aedes,excrucians,Banded legs,Female,3,,,,,,,,,,,3
7/9/2013,Aedes,fitchii,Banded legs,Female,,1,,,,,,,,,,1
7/9/2013,Aedes,flavescens,Banded legs,Female,3,2,,,,,,,,,,5
7/9/2013,Aedes,increpitus,Banded legs,Female,,,,,,,,,,,,0
7/9/2013,Aedes,mercurator,Banded legs,Female,,,,,,,,,,,,0
7/9/2013,Aedes,nigromaculis,Banded legs,Female,,,,,,,,,,,,0
7/9/2013,Aedes,riparius,Banded legs,Female,,,,,,,,,,,,0
7/9/2013,Aedes,vexans,Banded legs,Female,27,287,,11,27,10,51,,,,40,453
7/9/2013,Culex,,,Female,,,,,,,,,,,,0
7/9/2013,Culex,tarsalis,,Female,,,,,,,,,,,,0
7/9/2013,Culex,territans,,Female,7,,,,,,,,,,,7
7/9/2013,Culiseta,,,Female,,,,,,,,,,,,0
7/9/2013,Culiseta,alaskensis,,Female,6,,,,,1,1,,,,,8
7/9/2013,Culiseta,impatiens,,Female,,,,,,,,,,,,0
7/9/2013,Culiseta,incidens,,Female,1,,,,,,,,,,,1
7/9/2013,Culiseta,inornata,,Female,2,10,,,2,,,,,,,14
7/9/2013,Culiseta,minnesotae,,Female,,,,,,,,,,,,0
7/9/2013,Culiseta,morsitans,,Female,1,,,,,,1,,,,,2
7/9/2013,Mansonia,perturbans,,Female,,,,,,,,,,,,0
7/9/2013,Anopheles,earlei,,Female,,,,,,,1,,,,,1
7/9/2013,,,Unknown,Female,,,,,,,,,,,1,1
7/9/2013,,,,Male,33,73,4,42,27,3,20,,,,28,230
7/16/2013,Aedes,,,Female,,,,,,,,,,,,0
7/16/2013,Aedes,,Black legs,Female,,1,,,1,,,,,,,2
7/16/2013,Aedes,cataphylla,Black legs,Female,,,,,,,,,,,,0
7/16/2013,Aedes,cinereus,Black legs,Female,,,,,,,,,,,,0
7/16/2013,Aedes,communis,Black legs,Female,,,,,,,,,,,,0
7/16/2013,Aedes,diantaeus,Black legs,Female,,,,,,,,,,,,0
7/16/2013,Aedes,hexodontus,Black legs,Female,,,,,,,,,,,,0
7/16/2013,Aedes,impiger,Black legs,Female,,,,,,,,,,,,0
7/16/2013,Aedes,implicatus,Black legs,Female,,,,,,,,,,,,0
7/16/2013,Aedes,intrudens,Black legs,Female,,,,,,,,,,,,0
7/16/2013,Aedes,pionips,Black legs,Female,,,,,,,,,,,,0
7/16/2013,Aedes,provocans,Black legs,Female,,,,,,,,,,,,0
7/16/2013,Aedes,pullatus,Black legs,Female,,,,,,,,,,,,0
7/16/2013,Aedes,punctor,Black legs,Female,,,,,,,,,,,,0
7/16/2013,Aedes,spencerii,Black legs,Female,,,,,,,,,,,,0
7/16/2013,Aedes,sticticus,Black legs,Female,,,,,,,1,,,,,1
7/16/2013,Aedes,,Banded legs,Female,,,,,,,,,,,,0
7/16/2013,Aedes,campestris,Banded legs,Female,,,,,,,,,,,,0
7/16/2013,Aedes,canadensis,Banded legs,Female,,,,,,,,,,,,0
7/16/2013,Aedes,dorsalis,Banded legs,Female,,2,,,,,,,,,,2
7/16/2013,Aedes,euedes,Banded legs,Female,,,,,,1,,,,,,1
7/16/2013,Aedes,excrucians,Banded legs,Female,,,,,,,,,,,,0
7/16/2013,Aedes,fitchii,Banded legs,Female,,,,,,,,,,,,0
7/16/2013,Aedes,flavescens,Banded legs,Female,,,,,,,,,,,1,1
7/16/2013,Aedes,increpitus,Banded legs,Female,,,,,,,,,,,,0
7/16/2013,Aedes,mercurator,Banded legs,Female,,,,,,,,,,,,0
7/16/2013,Aedes,nigromaculis,Banded legs,Female,,,,,,,,,,,,0
7/16/2013,Aedes,riparius,Banded legs,Female,,,,,,,,,,,,0
7/16/2013,Aedes,vexans,Banded legs,Female,67,378,1,16,96,2,229,,,,65,854
7/16/2013,Culex,,,Female,,,,,,,,,,,,0
7/16/2013,Culex,tarsalis,,Female,,,,,,,,,,,,0
7/16/2013,Culex,territans,,Female,3,,,,,,,,,,,3
7/16/2013,Culiseta,,,Female,,,,,,,,,,,,0
7/16/2013,Culiseta,alaskensis,,Female,,,,1,,,,,,,,1
7/16/2013,Culiseta,impatiens,,Female,,,,,,,,,,,,0
7/16/2013,Culiseta,incidens,,Female,1,,,1,,,,,,,,2
7/16/2013,Culiseta,inornata,,Female,1,5,,,1,1,3,,,,2,13
7/16/2013,Culiseta,minnesotae,,Female,,,,,,,,,,,,0
7/16/2013,Culiseta,morsitans,,Female,2,1,,,,,,,,,,3
7/16/2013,Mansonia,perturbans,,Female,,,,,,,,,,,,0
7/16/2013,Anopheles,earlei,,Female,,,,,,,,,,,,0
7/16/2013,,,Unknown,Female,,1,,,,1,3,,,,,5
7/16/2013,,,,Male,267,57,,30,15,5,19,,,,35,428
7/23/2013,Aedes,,,Female,,,,,,,,,,,,0
7/23/2013,Aedes,,Black legs,Female,11,6,1,,2,,1,,,,,21
7/23/2013,Aedes,cataphylla,Black legs,Female,,,,,,,,,,,,0
7/23/2013,Aedes,cinereus,Black legs,Female,,,,,,,,,,,,0
7/23/2013,Aedes,communis,Black legs,Female,,,,,,,,,,,,0
7/23/2013,Aedes,diantaeus,Black legs,Female,,,,,,,,,,,,0
7/23/2013,Aedes,hexodontus,Black legs,Female,,,,,,,,,,,,0
7/23/2013,Aedes,impiger,Black legs,Female,,,,,,,,,,,,0
7/23/2013,Aedes,implicatus,Black legs,Female,,,,,,,,,,,,0
7/23/2013,Aedes,intrudens,Black legs,Female,,,,,,,,,,,,0
7/23/2013,Aedes,pionips,Black legs,Female,,,,,,,,,,,,0
7/23/2013,Aedes,provocans,Black legs,Female,,,,,,,,,,,,0
7/23/2013,Aedes,pullatus,Black legs,Female,,,,,,,,,,,,0
7/23/2013,Aedes,punctor,Black legs,Female,,,,,,,,,,,,0
7/23/2013,Aedes,spencerii,Black legs,Female,,,,,,,,,,,,0
7/23/2013,Aedes,sticticus,Black legs,Female,,,,,,,,,,,,0
7/23/2013,Aedes,,Banded legs,Female,,,,,,,,,,,,0
7/23/2013,Aedes,campestris,Banded legs,Female,,,,,,,,,,,,0
7/23/2013,Aedes,canadensis,Banded legs,Female,,,,,,,,,,,,0
7/23/2013,Aedes,dorsalis,Banded legs,Female,2,5,2,1,,,,21,,,,31
7/23/2013,Aedes,euedes,Banded legs,Female,,,,,,,,,,,,0
7/23/2013,Aedes,excrucians,Banded legs,Female,,,,,,,,,,,,0
7/23/2013,Aedes,fitchii,Banded legs,Female,,,,,,,,,,,,0
7/23/2013,Aedes,flavescens,Banded legs,Female,,3,,,,,,3,,,,6
7/23/2013,Aedes,increpitus,Banded legs,Female,,,,,,,,,,,,0
7/23/2013,Aedes,mercurator,Banded legs,Female,,,,,,,,,,,,0
7/23/2013,Aedes,nigromaculis,Banded legs,Female,,,,,,,,,,,,0
7/23/2013,Aedes,riparius,Banded legs,Female,,,,,,,,,,,,0
7/23/2013,Aedes,vexans,Banded legs,Female,112,2979,2,29,245,22,237,221,,,67,3914
7/23/2013,Culex,,,Female,,,,,,,,,,,,0
7/23/2013,Culex,tarsalis,,Female,,,,,,,,,,,,0
7/23/2013,Culex,territans,,Female,,,,,,,4,1,,,,5
7/23/2013,Culiseta,,,Female,,,,,,,,,,,,0
7/23/2013,Culiseta,alaskensis,,Female,3,,,,,,,,,,,3
7/23/2013,Culiseta,impatiens,,Female,1,,,,,,2,,,,,3
7/23/2013,Culiseta,incidens,,Female,14,,,,,,,,,,,14
7/23/2013,Culiseta,inornata,,Female,2,76,,1,1,,6,1,,,4,91
7/23/2013,Culiseta,minnesotae,,Female,,,,,,,,,,,,0
7/23/2013,Culiseta,morsitans,,Female,,,1,,,,,,,,,1
7/23/2013,Mansonia,perturbans,,Female,,,,,,,4,,,,,4
7/23/2013,Anopheles,earlei,,Female,,,,,1,,,1,,,,2
7/23/2013,,,Unknown,Female,1,,,,,,,,,,,1
7/23/2013,,,,Male,73,39,1,47,10,2,9,12,,,16,209
7/30/2013,Aedes,,,Female,,,,,,,,,,,,0
7/30/2013,Aedes,,Black legs,Female,2,,1,,,,,,,,1,4
7/30/2013,Aedes,cataphylla,Black legs,Female,,,,,,,,,,,,0
7/30/2013,Aedes,cinereus,Black legs,Female,,,,,,,,,,,,0
7/30/2013,Aedes,communis,Black legs,Female,,,,,,,,,,,,0
7/30/2013,Aedes,diantaeus,Black legs,Female,,,,,,,,,,,,0
7/30/2013,Aedes,hexodontus,Black legs,Female,,,,,,,,,,,,0
7/30/2013,Aedes,impiger,Black legs,Female,,,,,,,,,,,,0
7/30/2013,Aedes,implicatus,Black legs,Female,,,,,,,,,,,,0
7/30/2013,Aedes,intrudens,Black legs,Female,,,,,,,,,,,,0
7/30/2013,Aedes,pionips,Black legs,Female,,,,,,,,,,,,0
7/30/2013,Aedes,provocans,Black legs,Female,,,,,,,,,,,,0
7/30/2013,Aedes,pullatus,Black legs,Female,,,,,,,,,,,,0
7/30/2013,Aedes,punctor,Black legs,Female,,,,,,,,,,,,0
7/30/2013,Aedes,spencerii,Black legs,Female,,,,,,,,,,,,0
7/30/2013,Aedes,sticticus,Black legs,Female,,,,,,,,,,,,0
7/30/2013,Aedes,,Banded legs,Female,,,,,,,,,,,,0
7/30/2013,Aedes,campestris,Banded legs,Female,,,,,,,,,,,,0
7/30/2013,Aedes,canadensis,Banded legs,Female,,,,,,,,,,,,0
7/30/2013,Aedes,dorsalis,Banded legs,Female,,1,,,,,,7,,,,8
7/30/2013,Aedes,euedes,Banded legs,Female,,,,,,,,,,,,0
7/30/2013,Aedes,excrucians,Banded legs,Female,,,,,,,,,,,,0
7/30/2013,Aedes,fitchii,Banded legs,Female,1,,,,,,,,,,,1
7/30/2013,Aedes,flavescens,Banded legs,Female,,,3,,,,,1,,,,4
7/30/2013,Aedes,increpitus,Banded legs,Female,,,,,,,,,,,,0
7/30/2013,Aedes,mercurator,Banded legs,Female,,,,,,,,,,,,0
7/30/2013,Aedes,nigromaculis,Banded legs,Female,,,,,,,,,,,,0
7/30/2013,Aedes,riparius,Banded legs,Female,,,,,,,,,,,,0
7/30/2013,Aedes,vexans,Banded legs,Female,13,84,8,3,18,3,15,45,,,21,210
7/30/2013,Culex,,,Female,,,,,,,,,,,,0
7/30/2013,Culex,tarsalis,,Female,2,,,,,,,,,,,2
7/30/2013,Culex,territans,,Female,,,1,,,,,,,,,1
7/30/2013,Culiseta,,,Female,,,,,,,,,,,,0
7/30/2013,Culiseta,alaskensis,,Female,,,2,,,,,,,,,2
7/30/2013,Culiseta,impatiens,,Female,2,28,4,,1,,,,,,,35
7/30/2013,Culiseta,incidens,,Female,,1,5,,,,,,,,,6
7/30/2013,Culiseta,inornata,,Female,,8,3,,,1,2,5,,,4,23
7/30/2013,Culiseta,minnesotae,,Female,,,,,,,,,,,,0
7/30/2013,Culiseta,morsitans,,Female,,,,,,,,,,,,0
7/30/2013,Mansonia,perturbans,,Female,,,,,,,,,,,,0
7/30/2013,Anopheles,earlei,,Female,4,1,,1,1,,3,,,,,10
7/30/2013,,,Unknown,Female,,,,,,,,,,,,0
7/30/2013,,,,Male,38,23,10,1,11,2,9,10,,,12,116
8/6/2013,Aedes,,,Female,,,,,,,,,,,,0
8/6/2013,Aedes,,Black legs,Female,1,,2,,,,,2,,,1,6
8/6/2013,Aedes,cataphylla,Black legs,Female,,,,,,,,,,,,0
8/6/2013,Aedes,cinereus,Black legs,Female,,,,,,,,,,,,0
8/6/2013,Aedes,communis,Black legs,Female,,,,,,,,,,,,0
8/6/2013,Aedes,diantaeus,Black legs,Female,,,,,,,,,,,,0
8/6/2013,Aedes,hexodontus,Black legs,Female,,,,,,,,,,,,0
8/6/2013,Aedes,impiger,Black legs,Female,,,,,,,,,,,,0
8/6/2013,Aedes,implicatus,Black legs,Female,,,,,,,,,,,,0
8/6/2013,Aedes,intrudens,Black legs,Female,,,,,,,,,,,,0
8/6/2013,Aedes,pionips,Black legs,Female,,,,,,,,,,,,0
8/6/2013,Aedes,provocans,Black legs,Female,,,,,,,,,,,,0
8/6/2013,Aedes,pullatus,Black legs,Female,,,,,,,,,,,,0
8/6/2013,Aedes,punctor,Black legs,Female,,,,,,,,,,,,0
8/6/2013,Aedes,spencerii,Black legs,Female,,,,,,,,,,,,0
8/6/2013,Aedes,sticticus,Black legs,Female,,,,,,,,,,,,0
8/6/2013,Aedes,,Banded legs,Female,,,,,,,,,,,,0
8/6/2013,Aedes,campestris,Banded legs,Female,,,,,,,,,,,,0
8/6/2013,Aedes,canadensis,Banded legs,Female,,,,,,,,,,,,0
8/6/2013,Aedes,dorsalis,Banded legs,Female,,,2,,,,,7,,,,9
8/6/2013,Aedes,euedes,Banded legs,Female,,,,,,,,,,,,0
8/6/2013,Aedes,excrucians,Banded legs,Female,,1,,,,,1,,,,,2
8/6/2013,Aedes,fitchii,Banded legs,Female,,,,,,,,,,,,0
8/6/2013,Aedes,flavescens,Banded legs,Female,,1,2,,,1,,,,,,4
8/6/2013,Aedes,increpitus,Banded legs,Female,,,,,,,,,,,,0
8/6/2013,Aedes,mercurator,Banded legs,Female,,,,,,,,,,,,0
8/6/2013,Aedes,nigromaculis,Banded legs,Female,,,,,,,,,,,,0
8/6/2013,Aedes,riparius,Banded legs,Female,,,,,,,,,,,,0
8/6/2013,Aedes,vexans,Banded legs,Female,22,146,30,9,1,2,66,58,,,17,351
8/6/2013,Culex,,,Female,,,,,,,,,,,,0
8/6/2013,Culex,tarsalis,,Female,1,,1,,,,,,,,,2
8/6/2013,Culex,territans,,Female,,1,,,,,,,,,,1
8/6/2013,Culiseta,,,Female,,,,,,,,,,,,0
8/6/2013,Culiseta,alaskensis,,Female,,,,,,,,,,,,0
8/6/2013,Culiseta,impatiens,,Female,,,,,,,,,,,,0
8/6/2013,Culiseta,incidens,,Female,,,6,,,,,,,,,6
8/6/2013,Culiseta,inornata,,Female,5,30,15,,,1,2,19,,,3,75
8/6/2013,Culiseta,minnesotae,,Female,,,8,,,,,,,,,8
8/6/2013,Culiseta,morsitans,,Female,6,,1,,,,2,,,,,9
8/6/2013,Mansonia,perturbans,,Female,,,,,,,,,,,,0
8/6/2013,Anopheles,earlei,,Female,11,,2,,,,,1,,,,14
8/6/2013,,,Unknown,Female,,,2,,,,,,,,,2
8/6/2013,,,,Male,111,53,106,11,16,1,16,26,,,39,379
8/13/2013,Aedes,,,Female,,,,,,,,,,,,0
8/13/2013,Aedes,,Black legs,Female,1,,,,,,2,,,,,3
8/13/2013,Aedes,cataphylla,Black legs,Female,,,,,,,,,,,,0
8/13/2013,Aedes,cinereus,Black legs,Female,,,,,,,,,,,,0
8/13/2013,Aedes,communis,Black legs,Female,,,,,,,,,,,,0
8/13/2013,Aedes,diantaeus,Black legs,Female,,,,,,,,,,,,0
8/13/2013,Aedes,hexodontus,Black legs,Female,,,,,,,,,,,,0
8/13/2013,Aedes,impiger,Black legs,Female,,,,,,,,,,,,0
8/13/2013,Aedes,implicatus,Black legs,Female,,,,,,,,,,,,0
8/13/2013,Aedes,intrudens,Black legs,Female,,,,,,,,,,,,0
8/13/2013,Aedes,pionips,Black legs,Female,,,,,,,,,,,,0
8/13/2013,Aedes,provocans,Black legs,Female,,,,,,,,,,,,0
8/13/2013,Aedes,pullatus,Black legs,Female,,,,,,,,,,,,0
8/13/2013,Aedes,punctor,Black legs,Female,,,,,,,,,,,,0
8/13/2013,Aedes,spencerii,Black legs,Female,,,,,,,,,,,,0
8/13/2013,Aedes,sticticus,Black legs,Female,,,,,,,,,,,,0
8/13/2013,Aedes,,Banded legs,Female,,,,,,,,,,,,0
8/13/2013,Aedes,campestris,Banded legs,Female,,,,,,,,,,,,0
8/13/2013,Aedes,canadensis,Banded legs,Female,1,,,,,,,,,,,1
8/13/2013,Aedes,dorsalis,Banded legs,Female,,,3,,,,,9,,,,12
8/13/2013,Aedes,euedes,Banded legs,Female,,,,,,,,,,,,0
8/13/2013,Aedes,excrucians,Banded legs,Female,,,,,,,,,,,,0
8/13/2013,Aedes,fitchii,Banded legs,Female,,,,,,,,,,,,0
8/13/2013,Aedes,flavescens,Banded legs,Female,1,,2,,,,,1,,,,4
8/13/2013,Aedes,increpitus,Banded legs,Female,,,,,,,,,,,,0
8/13/2013,Aedes,mercurator,Banded legs,Female,,,,,,,,,,,,0
8/13/2013,Aedes,nigromaculis,Banded legs,Female,,,,,,,,,,,,0
8/13/2013,Aedes,riparius,Banded legs,Female,,,,,,,,,,,,0
8/13/2013,Aedes,vexans,Banded legs,Female,1,62,69,7,3,1,24,98,,,5,270
8/13/2013,Culex,,,Female,,,,,,,,,,,,0
8/13/2013,Culex,tarsalis,,Female,,,2,,,,,1,,,,3
8/13/2013,Culex,territans,,Female,1,,,,3,,,,,,,4
8/13/2013,Culiseta,,,Female,,,,,,,,,,,,0
8/13/2013,Culiseta,alaskensis,,Female,,,,,,,,,,,,0
8/13/2013,Culiseta,impatiens,,Female,,,,,,,,,,,,0
8/13/2013,Culiseta,incidens,,Female,,,2,,,,,,,,,2
8/13/2013,Culiseta,inornata,,Female,3,21,19,,3,3,5,13,,,4,71
8/13/2013,Culiseta,minnesotae,,Female,,,,,,,,,,,,0
8/13/2013,Culiseta,morsitans,,Female,,,,,1,,,,,,,1
8/13/2013,Mansonia,perturbans,,Female,,,,,,,,,,,,0
8/13/2013,Anopheles,earlei,,Female,3,,2,1,,,2,,,,,8
8/13/2013,,,Unknown,Female,,,,,,,,,,,,0
8/13/2013,,,,Male,2,39,45,7,12,0,1,14,,,26,146
8/20/2013,Aedes,,,Female,,,,,,,,,,,1,1
8/20/2013,Aedes,,Black legs,Female,1,,,,,,2,,,,,3
8/20/2013,Aedes,cataphylla,Black legs,Female,,,,,,,,,,,,0
8/20/2013,Aedes,cinereus,Black legs,Female,,,,,,,,,,,,0
8/20/2013,Aedes,communis,Black legs,Female,,,,,,,,,,,,0
8/20/2013,Aedes,diantaeus,Black legs,Female,,,,,,,,,,,,0
8/20/2013,Aedes,hexodontus,Black legs,Female,,,,,,,,,,,,0
8/20/2013,Aedes,impiger,Black legs,Female,,,,,,,,,,,,0
8/20/2013,Aedes,implicatus,Black legs,Female,,,,,,,,,,,,0
8/20/2013,Aedes,intrudens,Black legs,Female,,,,,,,,,,,,0
8/20/2013,Aedes,pionips,Black legs,Female,,,,,,,,,,,,0
8/20/2013,Aedes,provocans,Black legs,Female,,,,,,,,,,,,0
8/20/2013,Aedes,pullatus,Black legs,Female,,,,,,,,,,,,0
8/20/2013,Aedes,punctor,Black legs,Female,,,,,,,,,,,,0
8/20/2013,Aedes,spencerii,Black legs,Female,,,1,,,,,,,,,1
8/20/2013,Aedes,sticticus,Black legs,Female,,,,,,,,,,,,0
8/20/2013,Aedes,,Banded legs,Female,,,,,,,,,,,,0
8/20/2013,Aedes,campestris,Banded legs,Female,,,,,,,,,,,,0
8/20/2013,Aedes,canadensis,Banded legs,Female,,,,,,,,,,,,0
8/20/2013,Aedes,dorsalis,Banded legs,Female,,,1,,,,,,,,,1
8/20/2013,Aedes,euedes,Banded legs,Female,,,,,,,,,,,,0
8/20/2013,Aedes,excrucians,Banded legs,Female,,,,,,,,,,,,0
8/20/2013,Aedes,fitchii,Banded legs,Female,,,,,1,,,,,,,1
8/20/2013,Aedes,flavescens,Banded legs,Female,,,,,,,,,,,,0
8/20/2013,Aedes,increpitus,Banded legs,Female,,,,,,,,,,,,0
8/20/2013,Aedes,mercurator,Banded legs,Female,,,,,,,,,,,,0
8/20/2013,Aedes,nigromaculis,Banded legs,Female,,,,,,,,,,,,0
8/20/2013,Aedes,riparius,Banded legs,Female,,,,,,,,,,,,0
8/20/2013,Aedes,vexans,Banded legs,Female,8,68,3,4,7,,51,15,,,10,166
8/20/2013,Culex,,,Female,,,,,,,,,,,,0
8/20/2013,Culex,tarsalis,,Female,,,2,,,,1,,,,1,4
8/20/2013,Culex,territans,,Female,3,,,,,1,,3,,,1,8
8/20/2013,Culiseta,,,Female,,,,,,,,,,,,0
8/20/2013,Culiseta,alaskensis,,Female,,,,,,,,,,,,0
8/20/2013,Culiseta,impatiens,,Female,,,,,,,,,,,,0
8/20/2013,Culiseta,incidens,,Female,,,,,,,,,,,,0
8/20/2013,Culiseta,inornata,,Female,1,10,6,,,1,6,4,,,4,32
8/20/2013,Culiseta,minnesotae,,Female,,,,,,,,,,,,0
8/20/2013,Culiseta,morsitans,,Female,,,2,,,,1,,,,2,5
8/20/2013,Mansonia,perturbans,,Female,,,,,,,,,,,,0
8/20/2013,Anopheles,earlei,,Female,1,,1,,,,,,,,,2
8/20/2013,,,Unknown,Female,,,,,,,,,,,,0
8/20/2013,,,,Male,15,26,12,1,4,2,2,2,,,29,93
8/27/2013,Aedes,,,Female,,2,,,,,,,,,,2
8/27/2013,Aedes,,Black legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,cataphylla,Black legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,cinereus,Black legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,communis,Black legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,diantaeus,Black legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,hexodontus,Black legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,impiger,Black legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,implicatus,Black legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,intrudens,Black legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,pionips,Black legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,provocans,Black legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,pullatus,Black legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,punctor,Black legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,spencerii,Black legs,Female,,,8,,,,,,,,,8
8/27/2013,Aedes,sticticus,Black legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,,Banded legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,campestris,Banded legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,canadensis,Banded legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,dorsalis,Banded legs,Female,,,,,,,1,,,,,1
8/27/2013,Aedes,euedes,Banded legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,excrucians,Banded legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,fitchii,Banded legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,flavescens,Banded legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,increpitus,Banded legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,mercurator,Banded legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,nigromaculis,Banded legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,riparius,Banded legs,Female,,,,,,,,,,,,0
8/27/2013,Aedes,vexans,Banded legs,Female,1,24,12,1,4,,10,6,,,10,68
8/27/2013,Culex,,,Female,,,,,,,,,,,,0
8/27/2013,Culex,tarsalis,,Female,,,,,,,,,,,,0
8/27/2013,Culex,territans,,Female,2,2,1,,,1,,,,,2,8
8/27/2013,Culiseta,,,Female,,,,,,,,,,,,0
8/27/2013,Culiseta,alaskensis,,Female,,,,,,,,,,,,0
8/27/2013,Culiseta,impatiens,,Female,,,,,,,,,,,,0
8/27/2013,Culiseta,incidens,,Female,,,,,,,,,,,,0
8/27/2013,Culiseta,inornata,,Female,,2,9,,,,1,,,,4,16
8/27/2013,Culiseta,minnesotae,,Female,,,,,,,,,,,,0
8/27/2013,Culiseta,morsitans,,Female,,,,,,,,,,,,0
8/27/2013,Mansonia,perturbans,,Female,,,,,,,,,,,,0
8/27/2013,Anopheles,earlei,,Female,,,,,,,,,,,,0
8/27/2013,,,Unknown,Female,,,2,,,,,,,,,2
8/27/2013,,,,Male,19,25,72,2,10,6,5,6,,,29,174
9/3/2013,Aedes,,,Female,,,,,,,,,,,,0
9/3/2013,Aedes,,Black legs,Female,,,1,,,,,,,,,1
9/3/2013,Aedes,cataphylla,Black legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,cinereus,Black legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,communis,Black legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,diantaeus,Black legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,hexodontus,Black legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,impiger,Black legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,implicatus,Black legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,intrudens,Black legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,pionips,Black legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,provocans,Black legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,pullatus,Black legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,punctor,Black legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,spencerii,Black legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,sticticus,Black legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,,Banded legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,campestris,Banded legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,canadensis,Banded legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,dorsalis,Banded legs,Female,,,7,,,,,,,,,7
9/3/2013,Aedes,euedes,Banded legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,excrucians,Banded legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,fitchii,Banded legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,flavescens,Banded legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,increpitus,Banded legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,mercurator,Banded legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,nigromaculis,Banded legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,riparius,Banded legs,Female,,,,,,,,,,,,0
9/3/2013,Aedes,vexans,Banded legs,Female,,26,54,2,1,,20,2,,,26,131
9/3/2013,Culex,,,Female,,,,,,,,,,,,0
9/3/2013,Culex,tarsalis,,Female,,,,,,,1,,,,,1
9/3/2013,Culex,territans,,Female,,1,2,,,,,1,,,,4
9/3/2013,Culiseta,,,Female,,,,,,,,,,,,0
9/3/2013,Culiseta,alaskensis,,Female,,,,,,,,,,,,0
9/3/2013,Culiseta,impatiens,,Female,,,,,,,,,,,,0
9/3/2013,Culiseta,incidens,,Female,,,9,,,,,,,,,9
9/3/2013,Culiseta,inornata,,Female,,3,33,,2,,3,3,,,8,52
9/3/2013,Culiseta,minnesotae,,Female,,,,,,,,,,,,0
